"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
162,"1","2024-04-26T04:11:59.040518Z",161,"/data/upload/4/89b7954e-img0.jpg","[{""x"":37.23958333333333,""y"":71.3302752293578,""width"":11.588541666666671,""height"":22.018348623853214,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",1859.172,"2024-04-26T06:38:33.193684Z"
163,"1","2024-04-26T04:13:09.237649Z",162,"/data/upload/4/993c30f1-img1.jpg","[{""x"":36.39742943548387,""y"":59.2741935483871,""width"":12.361391129032256,""height"":25,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",8.607,"2024-04-26T04:13:09.237663Z"
164,"1","2024-04-26T04:13:32.827194Z",163,"/data/upload/4/99d065ef-img2.jpg","[{""x"":33.421538978494624,""y"":14.516129032258066,""width"":14.87945228494624,""height"":27.41935483870968,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",22.643,"2024-04-26T04:13:32.827210Z"
165,"1","2024-04-26T04:13:40.909368Z",164,"/data/upload/4/faa3bddb-img3.jpg","[{""x"":32.048051075268816,""y"":33.87096774193548,""width"":23.34929435483871,""height"":50.00000000000001,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",6.942,"2024-04-26T04:13:40.909399Z"
166,"1","2024-04-26T04:13:47.587894Z",165,"/data/upload/4/131b7e66-img4.jpg","[{""x"":12.132476478494624,""y"":29.435483870967744,""width"":27.240843413978496,""height"":48.79032258064515,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",5.866,"2024-04-26T04:13:47.587908Z"
167,"1","2024-04-26T04:13:52.987106Z",166,"/data/upload/4/471ed0a9-img5.jpg","[{""x"":20.831233198924732,""y"":17.741935483870968,""width"":34.5661122311828,""height"":64.11290322580646,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",4.544,"2024-04-26T04:13:52.987136Z"
168,"1","2024-04-26T04:14:00.119522Z",167,"/data/upload/4/ba49feda-img6.jpg","[{""x"":61.80695564516129,""y"":10.080645161290322,""width"":34.79502688172044,""height"":60.88709677419355,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",4.929,"2024-04-26T04:14:00.119537Z"
169,"1","2024-04-26T04:14:13.247415Z",168,"/data/upload/4/a12032d9-img7.jpg","[{""x"":50.81906360972618,""y"":25.00003711532759,""width"":37.770890481818185,""height"":60.080608045962656,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",11.992,"2024-04-26T04:14:13.247435Z"
170,"1","2024-04-26T04:14:19.027471Z",169,"/data/upload/4/ac96abc4-img9.jpg","[{""x"":38.457661290322584,""y"":54.03225806451613,""width"":10.072244623655912,""height"":18.548387096774192,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",4.806,"2024-04-26T04:14:19.027499Z"
171,"1","2024-04-26T04:14:23.973455Z",170,"/data/upload/4/528bd479-img10.jpg","[{""x"":52.19254032258065,""y"":61.29032258064516,""width"":11.674647177419352,""height"":20.161290322580648,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":384,""original_height"":218}]",4.173,"2024-04-26T04:14:23.973469Z"
