epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,1.1394166946411133,1.8775595426559448
1,0.0010000000474974513,0.8096314668655396,1.9542937278747559
2,0.0010000000474974513,0.7964679598808289,1.3896300792694092
3,0.0010000000474974513,0.7402814626693726,3.740168571472168
4,0.0010000000474974513,0.7252994179725647,3.597912311553955
5,0.0010000000474974513,0.708957314491272,7.2598066329956055
6,0.0010000000474974513,0.6841793060302734,2.3090014457702637
7,0.0010000000474974513,0.6769779920578003,1.8722184896469116
8,0.00010000000474974513,0.6631299257278442,1.7308346033096313
9,0.00010000000474974513,0.6605010628700256,1.6084028482437134
10,0.00010000000474974513,0.658706784248352,1.4788028001785278
11,0.00010000000474974513,0.6537240147590637,1.3686763048171997
12,0.00010000000474974513,0.6532775163650513,1.2876135110855103
13,0.00010000000474974513,0.6558151245117188,1.2079952955245972
14,0.00010000000474974513,0.6513209939002991,1.145951747894287
15,0.00010000000474974513,0.6526921391487122,1.1349300146102905
16,0.00010000000474974513,0.6491708159446716,1.059154987335205
17,0.00010000000474974513,0.6479311585426331,1.0431005954742432
18,0.00010000000474974513,0.6486319899559021,0.9989287853240967
19,0.00010000000474974513,0.6503923535346985,0.9865607023239136
20,0.00010000000474974513,0.6436560153961182,0.935912549495697
21,0.00010000000474974513,0.6463403701782227,0.8976323008537292
22,0.00010000000474974513,0.6470843553543091,0.8763182163238525
23,0.00010000000474974513,0.6455008387565613,0.8481408357620239
24,0.00010000000474974513,0.6455722451210022,0.841974139213562
25,0.00010000000474974513,0.645010769367218,0.834566056728363
26,0.00010000000474974513,0.6431456208229065,0.8153889179229736
27,0.00010000000474974513,0.6458795666694641,0.8145331144332886
28,0.00010000000474974513,0.6421744227409363,0.7943881750106812
29,0.00010000000474974513,0.6405824422836304,0.7791414260864258
30,0.00010000000474974513,0.6419904232025146,0.7847294807434082
31,0.00010000000474974513,0.6428564190864563,0.7657331824302673
32,0.00010000000474974513,0.6398974657058716,0.7475163340568542
33,0.00010000000474974513,0.6412794589996338,0.747985303401947
34,0.00010000000474974513,0.6423291563987732,0.7321914434432983
35,0.00010000000474974513,0.6415707468986511,0.7265560626983643
36,0.00010000000474974513,0.6389369964599609,0.728222668170929
37,0.00010000000474974513,0.6406827569007874,0.7224753499031067
38,0.00010000000474974513,0.6394219994544983,0.6987861394882202
39,0.00010000000474974513,0.6396520733833313,0.708439826965332
40,0.00010000000474974513,0.6364111304283142,0.7108670473098755
41,0.00010000000474974513,0.6375161409378052,0.7193282246589661
42,0.00010000000474974513,0.63625168800354,0.6957051157951355
43,0.00010000000474974513,0.6370445489883423,0.6810407638549805
44,0.00010000000474974513,0.6358448266983032,0.6854503750801086
45,0.00010000000474974513,0.6368163228034973,0.6963163614273071
46,0.00010000000474974513,0.6375424265861511,0.6978703737258911
47,0.00010000000474974513,0.6381144523620605,0.6771766543388367
48,0.00010000000474974513,0.6355136036872864,0.6826162934303284
49,0.00010000000474974513,0.635931670665741,0.6766195893287659
50,0.00010000000474974513,0.6358043551445007,0.6704307198524475
51,0.00010000000474974513,0.6343129873275757,0.6655986309051514
52,0.00010000000474974513,0.6346517205238342,0.6751532554626465
53,0.00010000000474974513,0.6319344639778137,0.6687354445457458
54,0.00010000000474974513,0.6340755224227905,0.6608325839042664
55,0.00010000000474974513,0.6334692239761353,0.6614472270011902
56,0.00010000000474974513,0.6326072812080383,0.6590914130210876
57,0.00010000000474974513,0.632509708404541,0.6604236960411072
58,0.00010000000474974513,0.6339755654335022,0.657604455947876
59,0.00010000000474974513,0.6322968006134033,0.6600751876831055
60,0.00010000000474974513,0.6329891681671143,0.6592232584953308
61,0.00010000000474974513,0.6323757171630859,0.6575509309768677
62,0.00010000000474974513,0.6315712332725525,0.6517277956008911
63,0.00010000000474974513,0.6320980787277222,0.6563124060630798
64,0.00010000000474974513,0.6298193335533142,0.653772234916687
65,0.00010000000474974513,0.6308846473693848,0.6552144289016724
66,0.00010000000474974513,0.6308659315109253,0.6545329689979553
67,0.00010000000474974513,0.6312595009803772,0.6496409773826599
68,0.00010000000474974513,0.629538893699646,0.6533276438713074
69,0.00010000000474974513,0.6302015781402588,0.6477305293083191
70,0.00010000000474974513,0.6304420828819275,0.6516551375389099
71,0.00010000000474974513,0.6308528184890747,0.6510306000709534
72,0.00010000000474974513,0.6294261813163757,0.647905707359314
73,0.00010000000474974513,0.6275493502616882,0.649032711982727
74,0.00010000000474974513,0.6283791065216064,0.6445751786231995
75,0.00010000000474974513,0.6292493343353271,0.6466660499572754
76,0.00010000000474974513,0.6284903287887573,0.6484052538871765
77,0.00010000000474974513,0.6303842663764954,0.642737627029419
78,0.00010000000474974513,0.6292734146118164,0.6440412402153015
79,0.00010000000474974513,0.6291791200637817,0.6482926607131958
80,0.00010000000474974513,0.6283024549484253,0.6491003632545471
81,0.00010000000474974513,0.6282533407211304,0.6460713744163513
82,0.00010000000474974513,0.6287788152694702,0.6467341184616089
83,1.0000000656873453e-05,0.6270899176597595,0.6460585594177246
84,1.0000000656873453e-05,0.6274792551994324,0.6452284455299377
85,1.0000000656873453e-05,0.6265479922294617,0.6444759964942932
86,1.0000000656873453e-05,0.6263391375541687,0.6435155868530273
87,1.0000000656873453e-05,0.6270920634269714,0.6433729529380798
88,1.0000001111620804e-06,0.626774787902832,0.6430969834327698
89,1.0000001111620804e-06,0.625987708568573,0.6428495049476624
90,1.0000001111620804e-06,0.6284403800964355,0.6425809860229492
91,1.0000001111620804e-06,0.6268417835235596,0.6423220038414001
92,1.0000001111620804e-06,0.6259422898292542,0.6420648097991943
93,1.0000001111620804e-06,0.6270177960395813,0.641764223575592
94,1.0000001111620804e-06,0.626068651676178,0.6415623426437378
95,1.0000001111620804e-06,0.6254724264144897,0.6413385272026062
96,1.0000001111620804e-06,0.6262446045875549,0.6411030292510986
97,1.0000001111620804e-06,0.6260565519332886,0.6408781409263611
98,1.0000001111620804e-06,0.6269773244857788,0.6407141089439392
99,1.0000001111620804e-06,0.626871645450592,0.6405115127563477
100,1.0000001111620804e-06,0.626915454864502,0.6403283476829529
101,1.0000001111620804e-06,0.6271148324012756,0.6401045918464661
102,1.0000001111620804e-06,0.6269139051437378,0.6399292349815369
103,1.0000001111620804e-06,0.6265462040901184,0.6397545337677002
104,1.0000001111620804e-06,0.6263452172279358,0.6395857930183411
105,1.0000001111620804e-06,0.6266930103302002,0.6394221782684326
106,1.0000001111620804e-06,0.6265535354614258,0.6393067240715027
107,1.0000001111620804e-06,0.6269771456718445,0.639205276966095
108,1.0000001111620804e-06,0.6257795095443726,0.6390857696533203
109,1.0000001111620804e-06,0.626992404460907,0.6389535069465637
110,1.0000001111620804e-06,0.6271278858184814,0.6388492584228516
111,1.0000001111620804e-06,0.6268768906593323,0.6387031078338623
112,1.0000001111620804e-06,0.6284448504447937,0.6385486125946045
113,1.0000001111620804e-06,0.6264559626579285,0.6384187936782837
114,1.0000001111620804e-06,0.6269354224205017,0.6383422613143921
115,1.0000001111620804e-06,0.6265002489089966,0.6382522583007812
116,1.0000001111620804e-06,0.6266624927520752,0.6381623148918152
117,1.0000001111620804e-06,0.6264843940734863,0.638085126876831
118,1.0000001111620804e-06,0.6258060932159424,0.6379899978637695
119,1.0000001111620804e-06,0.627797544002533,0.6378865838050842
120,1.0000001111620804e-06,0.6267661452293396,0.6378540992736816
121,1.0000001111620804e-06,0.6257550120353699,0.6378052830696106
122,1.0000001111620804e-06,0.6261555552482605,0.6376867294311523
123,1.0000001111620804e-06,0.6267456412315369,0.6376174092292786
124,1.0000001111620804e-06,0.6258713006973267,0.6375300884246826
125,1.0000001111620804e-06,0.6265777945518494,0.6374687552452087
126,1.0000001111620804e-06,0.6261539459228516,0.6374010443687439
127,1.0000001111620804e-06,0.6264838576316833,0.6373762488365173
128,1.0000001111620804e-06,0.6257411241531372,0.6373370289802551
129,1.0000001111620804e-06,0.6272835731506348,0.6372758150100708
130,1.0000001111620804e-06,0.626330554485321,0.6372429728507996
131,1.0000001111620804e-06,0.6256529092788696,0.6372005939483643
132,1.0000001111620804e-06,0.6265652775764465,0.6371603608131409
133,1.0000001111620804e-06,0.6256146430969238,0.6370912194252014
134,1.0000001111620804e-06,0.6267567873001099,0.6370419859886169
135,1.0000001111620804e-06,0.6267973780632019,0.6370104551315308
136,1.0000001111620804e-06,0.6274693012237549,0.6369968056678772
137,1.0000001111620804e-06,0.6271666884422302,0.6369528770446777
138,1.0000001111620804e-06,0.6271296143531799,0.6369112730026245
139,1.0000001111620804e-06,0.6256040334701538,0.6368677616119385
140,1.0000001111620804e-06,0.624407172203064,0.636835515499115
141,1.0000001111620804e-06,0.6273543238639832,0.636826753616333
142,1.0000001111620804e-06,0.6256064176559448,0.6367966532707214
143,1.0000001111620804e-06,0.6266134977340698,0.6367653012275696
144,1.0000001111620804e-06,0.6268211007118225,0.6367239952087402
145,1.0000001111620804e-06,0.6270703673362732,0.63669353723526
146,1.0000001111620804e-06,0.6272408962249756,0.6366881132125854
147,1.0000001111620804e-06,0.6260432004928589,0.6366629004478455
148,1.0000001111620804e-06,0.6267055869102478,0.6366438269615173
149,1.0000001111620804e-06,0.6260186433792114,0.6366510391235352
150,1.0000001111620804e-06,0.6257738471031189,0.6366609930992126
151,1.000000082740371e-07,0.6259697675704956,0.6366503238677979
152,1.000000082740371e-07,0.626793384552002,0.6366413831710815
153,1.000000082740371e-07,0.6262139081954956,0.6366307735443115
154,1.000000082740371e-07,0.6269906759262085,0.6366221904754639
155,1.000000082740371e-07,0.6260115504264832,0.6366150379180908
156,1.0000000116860974e-07,0.6266441345214844,0.6366116404533386
157,1.0000000116860974e-07,0.6276324391365051,0.6366056203842163
158,1.0000000116860974e-07,0.626214325428009,0.6366012096405029
159,1.0000000116860974e-07,0.6264061331748962,0.6365969777107239
160,1.0000000116860974e-07,0.6258456707000732,0.6365907192230225
161,1.0000000116860974e-07,0.6265473365783691,0.6365888118743896
162,1.0000000116860974e-07,0.626802921295166,0.6365849375724792
163,1.0000000116860974e-07,0.627690851688385,0.6365806460380554
164,1.0000000116860974e-07,0.6263545751571655,0.6365798711776733
165,1.0000000116860974e-07,0.6259628534317017,0.6365796327590942
166,1.0000000116860974e-07,0.6269859075546265,0.6365770101547241
167,1.0000000116860974e-07,0.6263514757156372,0.636573851108551
168,1.0000000116860974e-07,0.6269425749778748,0.6365705132484436
169,1.0000000116860974e-07,0.6254708170890808,0.6365677714347839
170,1.0000000116860974e-07,0.625849187374115,0.6365637183189392
171,1.0000000116860974e-07,0.626510739326477,0.6365645527839661
172,1.0000000116860974e-07,0.6274230480194092,0.6365662813186646
173,1.0000000116860974e-07,0.6270650625228882,0.6365692615509033
174,1.0000000116860974e-07,0.6267427206039429,0.636570155620575
175,1.0000000116860974e-07,0.6252768039703369,0.6365706324577332
176,1.0000000116860974e-07,0.6268044114112854,0.636570394039154
177,1.0000000116860974e-07,0.6263972520828247,0.636569082736969
178,1.0000000116860974e-07,0.6266676187515259,0.636568009853363
179,1.0000000116860974e-07,0.6261282563209534,0.6365675330162048
180,1.0000000116860974e-07,0.626021683216095,0.6365669965744019
181,1.0000000116860974e-07,0.6267052292823792,0.6365659832954407
182,1.0000000116860974e-07,0.6255187392234802,0.6365612149238586
183,1.0000000116860974e-07,0.6265263557434082,0.6365578174591064
184,1.0000000116860974e-07,0.6269465684890747,0.6365509033203125
185,1.0000000116860974e-07,0.6251255869865417,0.636547863483429
186,1.0000000116860974e-07,0.6263682842254639,0.6365445256233215
187,1.0000000116860974e-07,0.6262439489364624,0.6365423202514648
188,1.0000000116860974e-07,0.6259859204292297,0.6365389823913574
189,1.0000000116860974e-07,0.6258313655853271,0.6365349888801575
190,1.0000000116860974e-07,0.6264580488204956,0.6365338563919067
191,1.0000000116860974e-07,0.6271511912345886,0.6365323662757874
192,1.0000000116860974e-07,0.6264272332191467,0.6365304589271545
193,1.0000000116860974e-07,0.6254348754882812,0.63653165102005
194,1.0000000116860974e-07,0.6254342198371887,0.6365324854850769
195,1.0000000116860974e-07,0.6267091035842896,0.6365292072296143
196,1.0000000116860974e-07,0.6257975697517395,0.6365319490432739
197,1.0000000116860974e-07,0.6259904503822327,0.6365299224853516
198,1.0000000116860974e-07,0.6247928738594055,0.6365298628807068
